datetime,no2-A,no2-W,o3-A,o3-W,co-A,co-W,temperature,pressure,humidity,pt,nc,epa-o3,epa-no2,co,epa-temperature,epa-humidity
2017-09-12 10:19:00-07:00,295.5840205,308.75629729999997,415.403302,414.07201160000005,355.2514664,285.2399548000001,35.81999999999999,996.75,40.391000000000005,334.8102176,74.79603249999998,0.055,0.006,326.6,84.6,53.0
2017-09-12 10:20:00-07:00,295.0683798,309.49069499999996,412.6000917,413.73450110000005,360.2859951,286.59624610000003,35.89999999999999,996.7,39.92,334.86959450000006,74.7647815,0.055,0.006999999999999999,331.0,85.5,52.0
2017-09-12 10:21:00-07:00,295.7246499,308.68754540000003,415.44080329999997,414.1188880000001,363.6860987,294.8746237,35.83,996.7499999999998,39.202999999999996,334.84771879999994,73.33973820000001,0.054000000000000006,0.01,386.8,85.7,51.0
2017-09-12 10:22:00-07:00,296.2434157,308.2375316,416.75334330000004,413.7032502,359.167211,293.70271310000004,35.800000000000004,996.7299999999999,39.496,334.8727196,73.1303568,0.054000000000000006,0.011000000000000001,344.4,86.6,50.0
2017-09-12 10:23:00-07:00,296.646553,308.7469222,417.59399379999996,413.5219948,359.6828517,294.66836770000003,35.809999999999995,996.7600000000002,39.567,334.8820949,73.3616139,0.054000000000000006,0.012,326.0,85.5,51.0
2017-09-12 10:24:00-07:00,296.5402998,307.7781426,418.0471327,413.5594958,357.8109196,293.633961,35.75000000000001,996.71,39.795,334.8570941,72.9647267,0.055999999999999994,0.012,306.7,84.7,52.0
2017-09-12 10:25:00-07:00,295.5590198,308.15940439999997,416.53771179999995,413.5469956,355.4108463,291.1838861,35.86999999999999,996.6300000000001,39.663999999999994,334.8914702,73.5866207,0.055999999999999994,0.008,330.4,84.9,53.0
2017-09-12 10:26:00-07:00,296.0684103,309.46569420000003,417.08147829999996,413.73762619999997,349.6231697,283.19614260000003,35.980000000000004,996.6600000000001,39.707,335.0320997,73.6897489,0.055999999999999994,0.006999999999999999,315.9,85.8,51.0
2017-09-12 10:27:00-07:00,296.324668,310.2938444,417.49711609999997,414.00325929999997,351.7982361,279.41165190000004,36.14999999999999,996.6600000000002,39.711,335.17897849999997,74.8241586,0.055999999999999994,0.006999999999999999,331.3,85.7,51.0
2017-09-12 10:28:00-07:00,297.7934631,309.16881,419.20341790000003,413.8813808000001,373.1613882,294.32460699999996,36.209999999999994,996.6800000000001,39.606,335.2039792,73.9397565,0.055999999999999994,0.006999999999999999,343.1,85.7,51.0
2017-09-12 10:29:00-07:00,298.08409680000005,308.9688041,418.8440321,414.1282631,364.94238709999996,289.70259109999995,36.24,996.6900000000002,39.638,335.2821067,74.06476029999999,0.055999999999999994,0.006999999999999999,319.9,85.5,52.0
2017-09-12 10:30:00-07:00,296.44654699999995,308.8531755,416.7408429,413.97513319999996,362.6235664,287.896286,36.34,996.6899999999999,39.221000000000004,335.35085889999993,73.6616229,0.055,0.006999999999999999,317.8,85.3,52.0
2017-09-12 10:31:00-07:00,297.8497146,308.67192009999997,418.7065278,413.7126255,368.39561769999995,292.9808161,36.31,996.6900000000002,39.215999999999994,335.3758597,73.59599599999999,0.055999999999999994,0.006999999999999999,364.4,85.1,52.0
2017-09-12 10:32:00-07:00,297.0715659,308.91255209999997,418.578399,413.73137610000003,362.3454329,289.31507930000004,36.36999999999999,996.7,39.14399999999999,335.447737,74.1178869,0.057,0.006999999999999999,309.6,85.6,51.0
2017-09-12 10:33:00-07:00,298.01534460000005,308.3469099,419.1252908,413.69700009999997,366.1705497,292.63080549999995,36.35,996.6600000000001,39.089999999999996,335.4383617,73.42099069999999,0.055999999999999994,0.006999999999999999,329.3,86.4,50.0
2017-09-12 10:34:00-07:00,297.3090731,308.3344097,420.55345940000007,413.334489,367.8612263,295.06525469999997,36.35000000000001,996.6899999999999,39.096,335.42586130000007,72.2334544,0.057,0.006999999999999999,335.0,87.1,49.0
2017-09-12 10:35:00-07:00,297.5747063,308.05315119999995,421.2909818,413.51886950000005,361.2860257,290.19323109999993,36.32,996.6800000000001,39.278,335.4539871999999,72.67721800000001,0.057,0.006999999999999999,316.3,87.1,49.0
2017-09-12 10:36:00-07:00,296.95906240000005,308.27190759999996,419.2627949999999,413.09073150000006,365.3142736000001,289.5557115,36.39999999999999,996.71,39.314,335.5258645,73.42099060000001,0.057,0.006999999999999999,351.4,87.4,49.0
2017-09-12 10:37:00-07:00,296.8934355,308.2781579,418.56277349999993,413.15948349999996,366.17679969999995,289.76196790000006,36.46,996.6400000000001,39.105999999999995,335.5321147,73.305362,0.055,0.008,389.1,86.9,49.0
2017-09-12 10:38:00-07:00,296.8746849,308.15940439999997,419.16591690000007,413.14385820000007,366.7736931,292.387048,36.550000000000004,996.6800000000001,38.801,335.5664908,73.46474199999999,0.054000000000000006,0.009000000000000001,356.5,86.1,50.0
2017-09-12 10:39:00-07:00,297.92784200000006,308.4437879999999,419.86281340000005,413.1251076,365.2048953,290.21198150000004,36.620000000000005,996.6500000000002,38.854,335.5977418,73.18035840000002,0.059000000000000004,0.009000000000000001,319.1,86.3,50.0
2017-09-12 10:40:00-07:00,297.56220590000004,308.5969177,420.88471949999996,413.18448430000007,361.2704003,285.9181006,36.67999999999999,996.6000000000001,38.775,335.68836969999995,73.58974580000002,0.057,0.009000000000000001,332.5,86.6,50.0
2017-09-12 10:41:00-07:00,297.5434553,308.6687949,419.3127964,413.2657369,364.0892361,287.93066179999994,36.64000000000001,996.6100000000002,38.506,335.728996,72.66159230000001,0.057,0.009000000000000001,328.3,86.7,50.0
2017-09-12 10:42:00-07:00,297.2121951,308.25003210000006,420.9847224,413.3813653,371.13007600000003,290.4776145,36.67999999999999,996.6000000000001,38.544,335.7821225,73.57412029999999,0.057999999999999996,0.008,311.3,86.0,51.0
2017-09-12 10:43:00-07:00,297.35907469999995,308.6719201,419.8315622,413.2376109999999,367.4518388,286.71187469999995,36.800000000000004,996.5900000000001,38.4,335.8727496,73.9397565,0.059000000000000004,0.008,297.6,85.1,53.0
2017-09-12 10:44:00-07:00,297.1528184,308.3719109,420.91597040000005,413.27198710000005,364.9017611,287.7400311,36.86999999999999,996.6000000000001,38.335,335.9258763,73.7053744,0.059000000000000004,0.006999999999999999,320.1,85.6,52.0
2017-09-12 10:45:00-07:00,298.1215979,308.4594134,420.7347149000001,413.4563677,368.2143619,287.82753379999997,36.85999999999999,996.5800000000002,38.437999999999995,335.97275279999997,73.43661610000001,0.06,0.006999999999999999,325.6,85.5,52.0
2017-09-12 10:46:00-07:00,297.93721730000004,308.4219123,421.6472426,413.1969846999999,369.3643972,290.2401075000001,36.94,996.5800000000002,38.14,336.0258795,73.92100589999998,0.059000000000000004,0.006999999999999999,292.4,85.7,51.0
2017-09-12 10:47:00-07:00,298.6528642,308.4656637,422.2941373,413.6157476,369.4393993,291.4620197,36.989999999999995,996.55,38.105000000000004,336.0696309,73.170983,0.059000000000000004,0.006999999999999999,326.6,86.3,51.0
2017-09-12 10:48:00-07:00,298.3309792,308.2344065,421.52536390000006,413.0594803999999,363.79547719999994,288.48067879999996,36.96,996.51,38.28399999999999,336.104007,72.6709678,0.059000000000000004,0.006999999999999999,314.1,86.3,50.0
2017-09-12 13:02:00-07:00,300.12790920000003,307.887521,429.656862,411.6219368,340.6197699,283.3430219,40.97,995.4399999999999,31.657999999999998,340.00412579999994,71.27405009999998,0.062,0.006,237.7,87.5,47.0
2017-09-12 13:03:00-07:00,298.43098249999997,307.11874759999995,431.03190400000005,411.56881009999995,345.06990570000005,287.9244117,40.89,995.46,31.649999999999995,339.9572493,69.90213330000002,0.066,0.006999999999999999,242.2,87.0,47.0
2017-09-12 13:04:00-07:00,299.2653828,307.0312449,430.38500920000007,411.5875607,346.22931589999996,289.6744652,40.85000000000001,995.4799999999999,31.728,339.94787410000004,69.16461100000001,0.067,0.006999999999999999,225.7,86.9,48.0
2017-09-12 13:05:00-07:00,298.8653705,307.0843715,432.42882180000004,411.465682,340.79477529999997,286.6149968,40.849999999999994,995.3799999999999,31.807,339.9541244,70.1333903,0.067,0.006,224.3,86.7,49.0
2017-09-12 13:06:00-07:00,298.740367,307.4375073,429.1068453,411.1719228999999,339.9166236,286.752501,40.980000000000004,995.39,31.788,340.01350110000004,70.0177618,0.065,0.005,212.5,87.0,48.0
2017-09-12 13:07:00-07:00,299.1216284,307.6218877,430.25375539999993,411.39692990000003,337.71030600000006,280.849196,40.92999999999999,995.4399999999999,31.75,340.04162699999995,69.59899890000001,0.065,0.005,217.9,88.3,46.0
2017-09-12 13:08:00-07:00,298.1247231,306.65935849999994,429.9568711,411.40005510000003,343.2260994999999,287.8525346,40.83,995.4099999999999,31.805999999999994,340.0041258,69.3552414,0.066,0.005,233.5,87.2,47.0
2017-09-12 13:09:00-07:00,299.8247748,307.0468704000001,429.64123659999996,411.2938018000001,341.25416429999996,286.20873439999997,40.839999999999996,995.3799999999999,31.875,340.0260015,69.205237,0.065,0.005,262.7,86.9,48.0
2017-09-12 13:10:00-07:00,298.7997437,307.10624709999996,427.26303880000006,411.3500535,340.22288280000004,285.7587205,40.93,995.4399999999999,31.793,340.05725249999995,69.8708823,0.065,0.005,246.7,87.0,48.0
2017-09-12 13:11:00-07:00,299.6403944,307.6843898,428.9818414,411.5438094,339.2478531,284.883694,41.0,995.4200000000001,31.732999999999997,340.0822533,70.255269,0.066,0.005,253.7,86.3,48.0
2017-09-12 13:12:00-07:00,298.8653706,307.93439730000006,429.71623880000004,411.4344311000001,336.0540057,279.4241523,41.10000000000001,995.3599999999999,31.623000000000008,340.18538159999997,70.4959014,0.068,0.004,221.8,85.7,49.0
2017-09-12 13:13:00-07:00,299.0997527,307.7750175,430.4881374,411.6250618,342.6698323,283.4524003,41.16,995.3399999999999,31.616000000000003,340.2416334,70.29902030000001,0.067,0.004,265.5,85.9,50.0
2017-09-12 13:14:00-07:00,298.3341045,307.2750023,428.59745469999996,411.66881320000005,341.61042510000004,283.74928429999994,41.10000000000001,995.35,31.437,340.26038400000004,70.0927639,0.067,0.004,243.8,86.2,49.0
2017-09-12 13:15:00-07:00,299.1278788,307.8218941,429.2287241,411.78756680000004,342.42607499999997,282.8711327,41.22,995.3599999999999,31.538999999999998,340.32288600000004,70.8490371,0.066,0.005,225.0,86.4,48.0
2017-09-12 13:16:00-07:00,298.07784670000007,307.4343821,429.7506149000001,411.82506789999996,341.08853419999997,281.6679707,41.269999999999996,995.3499999999998,31.269000000000005,340.3791378,70.3365216,0.066,0.005,274.6,86.6,49.0
2017-09-12 13:17:00-07:00,298.5434857,307.231251,427.25366379999997,411.8719444,344.8261482,288.25254680000006,41.27,995.3299999999999,31.053999999999995,340.385388,70.1021393,0.065,0.005,257.5,88.2,46.0
2017-09-12 13:18:00-07:00,298.4934843,307.25312670000005,430.89439999999996,412.1188268000001,340.75414889999996,286.8243781,41.19,995.3399999999998,31.113,340.4260143,69.61149929999999,0.065,0.005,212.3,89.7,44.0
2017-09-12 13:19:00-07:00,298.0747215,308.00314940000004,427.50679649999995,411.7031891,336.560271,282.56174799999997,41.36,995.3100000000001,31.331,340.4760158,70.6865322,0.066,0.005,234.6,89.3,44.0
2017-09-12 13:20:00-07:00,298.75911729999996,307.8750207,429.4287301000001,411.5438092999999,344.9136508,285.5712149,41.42,995.2699999999999,30.955000000000002,340.39163820000005,69.72400289999999,0.066,0.004,235.9,87.6,46.0
2017-09-12 13:21:00-07:00,298.6184882,307.0874966,430.4037598,411.81256729999996,346.5605762,288.99944460000006,41.22,995.3199999999999,31.07099999999999,340.34788679999997,68.714597,0.063,0.005,208.1,87.6,47.0
2017-09-12 13:22:00-07:00,298.68099010000003,306.64685810000003,428.5005768,411.8469435,341.9916866,289.66821489999995,41.220000000000006,995.29,31.24,340.3947633,69.6396254,0.064,0.006999999999999999,229.9,87.5,47.0
2017-09-12 13:23:00-07:00,297.7559616,307.3843806,429.0474684999999,411.69693900000004,336.41964160000003,283.1273903,41.40999999999999,995.2,31.172999999999995,340.50101670000004,69.99276089999998,0.065,0.006999999999999999,219.5,87.5,47.0
2017-09-12 13:24:00-07:00,299.14037890000003,307.9750238,428.5318278,411.7375653,343.3479781,280.8116948,41.42999999999999,995.25,31.182,340.5853937,70.4490248,0.065,0.006999999999999999,202.2,87.7,46.0
2017-09-12 13:25:00-07:00,298.72161630000005,307.7968932,426.8192754999999,411.91882080000005,344.001123,283.0273873,41.43999999999999,995.1900000000002,31.047000000000004,340.6572707000001,69.45211950000001,0.065,0.006999999999999999,177.4,86.6,47.0
2017-09-12 13:26:00-07:00,297.7715873000001,307.34687959999997,428.74120919999996,412.0250741,344.091751,287.2650165,41.470000000000006,995.2499999999998,30.985000000000003,340.66977110000005,69.79588000000001,0.065,0.005,240.4,86.2,48.0
2017-09-12 13:27:00-07:00,298.5372357,307.4968841,427.3536669,411.54380920000006,344.098001,289.69634090000005,41.629999999999995,995.2400000000001,30.53,340.7010221,70.2677694,0.066,0.005,210.4,86.2,48.0
2017-09-12 13:28:00-07:00,297.962218,307.5062594,426.9067782,411.8563189,341.6198005,288.3337993,41.79,995.2199999999999,30.381000000000007,340.7416483999999,70.48340110000001,0.066,0.004,218.6,86.3,48.0
2017-09-12 13:29:00-07:00,296.8840603,307.33750420000007,428.64120590000005,412.0594502000001,336.6133977,282.87425759999996,41.85,995.2000000000002,30.428999999999995,340.78852489999997,70.12088990000002,0.066,0.003,203.6,86.1,49.0
2017-09-12 13:30:00-07:00,298.6028627,308.17190469999997,427.4661702,411.8969452,338.5884579,283.8992889,41.88999999999999,995.1900000000002,30.526,340.854152,70.7740348,0.065,0.004,207.5,86.3,48.0
2017-09-12 13:31:00-07:00,296.98093819999997,307.24375150000003,428.0693138,411.84069339999996,342.6917081,286.60562160000006,41.96,995.1500000000002,30.252000000000002,340.85727710000003,70.7709097,0.065,0.004,221.4,86.6,47.0
2017-09-12 13:32:00-07:00,298.28097799999995,307.38438059999993,429.76311530000004,411.9563217,345.016779,289.10882289999995,41.919999999999995,995.21,30.268,340.854152,69.63962509999999,0.065,0.004,204.9,87.2,46.0
2017-09-12 13:33:00-07:00,297.6028321,307.7125157,428.14744090000005,411.8906949,338.09469269999994,284.61493559999997,41.95,995.1699999999998,30.482999999999993,340.96040539999996,69.9115086,0.065,0.004,200.2,87.2,46.0
2017-09-12 13:34:00-07:00,296.7934324,306.840614,427.34429140000003,411.57506019999994,341.53542269999997,286.552495,41.839999999999996,995.1899999999999,30.131999999999998,340.92602930000004,68.5645922,0.063,0.004,219.0,87.5,46.0
2017-09-12 13:35:00-07:00,297.54033000000004,306.04683969999996,429.76311539999995,411.8000671000001,345.2511611,295.14963209999996,41.72,995.1700000000001,30.253999999999998,340.86040219999995,68.1833308,0.062,0.005,235.2,88.2,45.0
2017-09-12 13:36:00-07:00,297.7778376,306.25309619999996,429.51623279999995,411.2375499000001,342.10106509999997,294.89024929999994,41.709999999999994,995.15,30.403,340.85102689999997,68.53646649999999,0.064,0.005,206.2,87.2,46.0
2017-09-12 13:37:00-07:00,297.596582,306.4624774,429.89124439999995,411.27817619999996,338.2165715,291.9495348,41.72,995.1600000000001,30.333,340.8072755,68.83647580000002,0.063,0.005,244.6,87.8,46.0
2017-09-12 13:38:00-07:00,297.0965666999999,306.7499863,429.4037292,411.22192449999994,337.19466550000004,287.4868984,41.790000000000006,995.1500000000002,30.124000000000002,340.86977749999994,69.2958648,0.064,0.005,230.8,87.0,46.0
2017-09-12 13:39:00-07:00,298.4966094,307.33125400000006,429.069344,411.36255389999997,340.232258,291.2995148,41.849999999999994,995.2000000000002,30.186999999999994,340.84477669999995,68.9333538,0.064,0.004,222.1,86.1,48.0
2017-09-12 13:40:00-07:00,297.9184668,307.1218726,430.7350200000001,411.1969237,340.90727860000004,287.5837764,41.89999999999999,995.11,30.125,340.91040380000004,69.5677479,0.064,0.004,208.1,87.0,47.0
2017-09-12 13:41:00-07:00,298.1653493,307.6312633,430.0381238,411.3219277,338.69783620000004,283.0086366,42.02,995.0800000000002,30.154999999999994,340.96978069999994,70.0271371,0.064,0.004,194.5,87.6,46.0
2017-09-12 13:42:00-07:00,297.6403332,307.4250068,427.7599292,411.2688009,340.57601850000003,282.20236220000004,42.10000000000001,995.1800000000001,30.019,341.0166572,69.82088069999999,0.065,0.004,201.3,87.6,45.0
2017-09-12 13:43:00-07:00,297.8715903,307.1656239,429.0443434,411.33755299999996,346.5887021,288.3744255,42.16000000000001,995.0800000000002,29.634999999999998,340.98853130000003,69.9990111,0.065,0.004,206.1,87.1,46.0
2017-09-12 13:44:00-07:00,298.2903532,306.41560110000006,426.8442761,411.1687978,347.9418684,292.2870449,42.14,995.11,29.488,340.9916564,70.28026979999999,0.062,0.004,223.4,87.6,46.0
2017-09-12 13:45:00-07:00,298.1840999,306.79998770000003,430.47563710000003,411.4250556,341.99481189999995,287.92441180000003,42.13000000000001,995.1200000000001,29.665000000000003,340.979156,68.6552203,0.063,0.005,213.2,87.1,46.0
2017-09-12 13:46:00-07:00,298.3153538,306.9968687,429.6193609,411.12817160000003,340.01350149999996,287.88378559999995,42.13000000000001,995.1300000000001,29.794000000000004,341.010407,69.0052309,0.065,0.005,218.7,86.5,47.0
2017-09-12 13:47:00-07:00,297.4809534,306.81561320000003,430.0506241,411.2125491,339.14785009999997,286.6556231,42.019999999999996,995.0200000000001,29.757000000000005,340.96978069999994,68.64584490000001,0.063,0.005,224.2,86.7,47.0
2017-09-12 13:48:00-07:00,296.87781000000007,306.4156011,427.9411848,410.88753940000004,339.4822352,288.95256809999995,42.010000000000005,995.0799999999999,29.867,340.95103009999997,68.5958434,0.064,0.005,212.4,87.4,46.0
2017-09-12 13:49:00-07:00,297.9372173,307.6562637999999,430.86939930000005,411.24692530000004,339.2009766,286.39311499999997,42.13000000000001,995.0800000000002,29.772000000000002,341.041658,69.5396221,0.064,0.004,201.8,87.0,46.0
2017-09-12 13:50:00-07:00,295.72152470000003,307.12499790000004,426.83802610000004,411.3156773999999,336.8415296,281.00232560000006,42.15,995.0800000000002,29.482999999999997,341.0947847,69.6521256,0.064,0.004,200.2,86.7,47.0
2017-09-12 13:51:00-07:00,297.33407379999994,307.1718741000001,430.6412671,411.1156712,342.5635791,287.05251020000003,42.19,995.07,29.379999999999995,341.11353529999997,69.26773890000001,0.064,0.004,195.1,86.5,48.0
2017-09-12 13:52:00-07:00,296.97468790000005,306.3749749,430.0474990000001,411.3500534,345.30741290000003,290.0994782,42.24,995.0199999999999,29.461000000000002,341.0885345,68.84585100000001,0.064,0.004,205.2,86.7,47.0
2017-09-12 13:53:00-07:00,297.2621967,307.0937467,429.35685269999993,410.9344158,342.4823267,288.7213111,42.31,995.1,29.439999999999998,341.11353529999997,69.11148410000001,0.062,0.004,210.1,87.1,47.0
2017-09-12 13:54:00-07:00,296.31216770000003,307.0249946,426.7942747,410.9781669,335.93212680000005,284.52430790000005,42.31,995.0500000000002,29.195,341.1541616,69.5521227,0.062,0.004,215.1,87.3,46.0
2017-09-12 13:55:00-07:00,296.8121832,306.6468582,427.24428850000004,411.10629589999996,340.2791346,288.6088079,42.28,995.0600000000002,29.128000000000004,341.11666040000006,69.12085929999999,0.063,0.004,203.2,86.3,47.0
2017-09-12 13:56:00-07:00,295.84027840000005,307.0937467,427.34741640000004,411.12504659999996,339.09159850000003,285.8243476,42.33,995.0600000000001,29.103,341.1604118,69.3771172,0.063,0.004,228.7,86.4,48.0
2017-09-12 13:57:00-07:00,296.3652944,306.1530932,430.2475053000001,411.03129370000005,344.3261330000001,291.3870174,42.24,995.0800000000002,29.191000000000003,341.1416612,68.583343,0.063,0.004,199.5,86.4,47.0
2017-09-12 13:58:00-07:00,297.2653217,306.27809690000004,428.472451,410.6656575,343.9261209,289.49008460000005,42.150000000000006,995.07,29.451,341.12916079999997,68.0645772,0.062,0.003,207.0,86.3,47.0
2017-09-12 13:59:00-07:00,297.57783149999995,306.4968535,428.0974394000001,410.70315869999996,347.77936349999993,292.3307961,42.040000000000006,995.1200000000001,29.492999999999995,341.0229074,67.93019799999999,0.063,0.003,184.0,85.9,48.0
2017-09-12 14:00:00-07:00,297.1153173,306.74373610000004,429.17247239999995,410.2000184,342.785461,291.9932859,42.14,995.07,29.324,341.0541584,68.5958433,0.062,0.004,212.7,87.1,47.0
2017-09-12 14:01:00-07:00,297.6090823,306.3749749,430.1100009,410.5656544,342.6979583,289.1306986000001,42.199999999999996,995.07,29.433999999999997,341.05103330000003,68.53021639999999,0.063,0.004,225.1,87.2,47.0
2017-09-12 14:02:00-07:00,297.52470470000003,306.65935870000004,431.0694053,410.6531572,344.7917721,284.20242339999993,42.18,995.11,29.421,341.072909,68.53021650000001,0.062,0.004,232.9,87.5,46.0
2017-09-12 14:03:00-07:00,297.3121981999999,306.2437206999999,427.27553939999996,410.16564230000006,339.0478469,285.38683410000004,42.09000000000001,995.07,29.389999999999997,341.08228429999997,68.2208318,0.061,0.004,243.2,87.1,46.0
2017-09-12 14:04:00-07:00,296.3715447,306.5187293,431.4725425,410.2406448,340.80102539999996,287.3212685,42.18,995.1,29.237000000000002,341.1197855,68.84897600000001,0.061,0.004,216.2,86.5,47.0
2017-09-12 14:05:00-07:00,297.50907929999994,306.1749687,430.78189649999996,410.0875148,340.71039770000004,286.98375819999995,42.14,995.0800000000002,29.456,341.11978550000003,68.4489641,0.06,0.004,218.3,87.5,47.0
2017-09-12 14:06:00-07:00,297.530955,306.98436849999996,429.75374009999996,410.2937711000001,340.4135134,285.0774498,42.230000000000004,995.0800000000002,29.387999999999998,341.0979098,68.6708457,0.057999999999999996,0.004,223.4,87.5,46.0
2017-09-12 14:07:00-07:00,296.0934109,306.4593524,427.83805670000004,410.2406446,341.6166753,285.6462172,42.290000000000006,995.04,29.329,341.1479114,68.8708519,0.06,0.004,206.7,86.2,48.0
