datetime,no2-A,no2-W,o3-A,o3-W,co-A,co-W,temperature,pressure,humidity,pt,nc,epa-o3,epa-no2,co,epa-temperature,epa-humidity
2017-09-21 11:10:00-07:00,299.4935147,276.30530719999996,424.50357969999993,426.87865230000006,309.97195969999996,273.4114687,28.4,995.6200000000001,44.281,327.5631217,243.56680790000001,0.043,0.002,153.0,71.1,64.0
2017-09-21 11:11:00-07:00,300.10915869999997,276.7178197,424.90359199999995,426.8349009,308.1312784,273.3708425,28.45,995.5800000000002,44.271,327.5849974,243.5418073,0.043,0.002,146.3,71.7,63.0
2017-09-21 11:12:00-07:00,300.1685352,277.1022064,424.5035798,427.01303129999997,307.0312448000001,272.8677022,28.5,995.5799999999999,44.362,327.6725,243.3761771,0.044000000000000004,0.002,151.8,72.0,63.0
2017-09-21 11:13:00-07:00,300.16541029999996,276.3209327,424.77233800000005,426.7880247,305.9437117,271.11452369999995,28.5,995.54,44.035999999999994,327.6975006,243.2792993,0.044000000000000004,0.002,139.3,71.8,63.0
2017-09-21 11:14:00-07:00,299.4372631,276.22717980000004,424.11294289999995,426.96302990000004,307.00624419999997,272.208307,28.560000000000002,995.5700000000003,44.1,327.7318763,243.2542986,0.044000000000000004,0.002,135.3,71.8,64.0
2017-09-21 11:15:00-07:00,298.56536140000003,275.3740287,423.70355529999995,426.6348948,306.6281076,273.1020843,28.6,995.54,43.824,327.78187769999994,243.1917967,0.042,0.002,174.8,71.8,62.0
2017-09-21 11:16:00-07:00,298.50598479999996,276.2990569,424.28169809999997,426.8099002,303.7873959,272.5958188999999,28.6,995.5300000000001,43.583,327.8225039999999,243.1480455,0.044000000000000004,0.002,159.8,71.3,64.0
2017-09-21 11:17:00-07:00,299.61539350000004,276.45843670000005,424.578582,426.7817744,304.7593005,273.5145969,28.629999999999995,995.4799999999999,43.646,327.8506299,243.05429250000003,0.044000000000000004,0.002,173.8,71.9,63.0
2017-09-21 11:18:00-07:00,298.6403638,275.4896573,424.3910763999999,426.69114649999995,306.6937344,273.777105,28.699999999999996,995.5200000000001,43.635999999999996,327.8975064,243.06054269999998,0.044000000000000004,0.002,167.8,71.5,63.0
2017-09-21 11:19:00-07:00,299.7841487,276.56469,424.63483370000006,426.88177720000004,306.4124758,272.80207529999996,28.699999999999996,995.5400000000002,43.748000000000005,327.9256323,243.03241680000002,0.044000000000000004,0.002,144.5,71.3,64.0
2017-09-21 11:20:00-07:00,298.75286730000005,275.8459181,424.4848293000001,426.8317758,307.22187560000003,273.16146110000005,28.78000000000001,995.5,43.602999999999994,327.9818841,243.0480423,0.044000000000000004,0.002,151.0,71.1,65.0
2017-09-21 11:21:00-07:00,298.35910509999997,276.71156970000004,424.3754508999999,426.7036469000001,305.45619680000004,273.4020935,28.800000000000004,995.5,43.319,328.00375979999995,243.0480423,0.043,0.002,155.0,71.7,65.0
2017-09-21 11:22:00-07:00,299.2591326,276.9740777,424.5535812000001,426.7255225999999,306.7406108,273.811481,28.800000000000004,995.5,43.36300000000001,328.04126099999996,243.0417921,0.043,0.003,185.9,72.3,62.0
2017-09-21 11:23:00-07:00,299.3247596,275.9146703,424.57545719999996,426.58489339999994,311.96264529999996,274.3021211,28.860000000000003,995.47,43.43600000000001,328.0850124,243.0574176,0.044000000000000004,0.003,170.0,71.4,64.0
2017-09-21 11:24:00-07:00,300.3279153,276.26155570000003,425.02547089999996,426.83490090000004,305.1530626,273.7708549,28.9,995.4599999999998,43.799,328.1225136,243.02929170000002,0.045,0.003,155.9,71.8,64.0
2017-09-21 11:25:00-07:00,300.1841609,275.6927885,425.0754721000001,426.74427309999993,308.97817919999994,273.12708510000004,28.910000000000004,995.45,43.92999999999999,328.1631399,243.0199164,0.045,0.003,151.5,72.3,62.0
2017-09-21 11:26:00-07:00,300.1122837,275.8490433,425.3473556,426.78489949999994,312.89079869999995,273.46459550000003,28.99,995.5,43.85,328.21626660000004,243.10429409999998,0.045,0.002,121.2,72.2,62.0
2017-09-21 11:27:00-07:00,299.7653982,276.4053103,425.05359659999993,426.7661489,307.6781396,274.0333627,29.0,995.5,43.691,328.2443925,243.0730431,0.044000000000000004,0.002,144.1,71.7,63.0
2017-09-21 11:28:00-07:00,300.4779197,276.3709343,424.72858669999994,426.8036499,312.7032929999999,274.78651090000005,29.0,995.55,43.751,328.27564349999994,243.0574176,0.044000000000000004,0.002,143.3,71.5,64.0
2017-09-21 11:29:00-07:00,300.8279305,276.3834344,424.2910734999999,426.8599018,315.159618,274.3396222,29.07,995.5200000000001,43.767999999999994,328.30376939999996,243.01991639999997,0.044000000000000004,0.002,157.5,71.2,64.0
2017-09-21 11:30:00-07:00,300.0654073,277.2772118,424.4410778,426.89740300000005,306.1343425,272.27705940000004,29.1,995.5600000000001,43.666,328.3506459,243.01991639999997,0.044000000000000004,0.002,163.3,71.0,64.0
2017-09-21 11:31:00-07:00,298.99037450000003,276.4053102,423.73480630000006,426.6692709999999,304.87492900000007,273.20833749999997,29.1,995.5300000000001,43.32299999999999,328.3756466,243.0355419,0.044000000000000004,0.002,157.7,71.4,64.0
2017-09-21 11:32:00-07:00,299.34038530000004,277.00845360000005,424.7848384999999,426.91927860000004,306.24059580000005,274.46462599999995,29.139999999999997,995.51,43.138999999999996,328.41314719999997,242.98241520000002,0.044000000000000004,0.002,151.0,71.6,64.0
2017-09-21 11:33:00-07:00,299.4435132,275.5646596,424.7848384,426.74427320000007,311.0532425,275.4646565,29.199999999999996,995.55,43.223,328.42564749999997,243.0105411,0.044000000000000004,0.002,142.1,71.2,65.0
2017-09-21 11:34:00-07:00,300.2529129999999,277.00845360000005,424.8223395000001,426.7067721,315.96589259999996,275.10214550000006,29.199999999999996,995.5599999999998,43.163,328.4631486,243.0480423,0.044000000000000004,0.002,158.0,71.2,65.0
2017-09-21 11:35:00-07:00,299.70914630000004,277.28658699999994,424.4129522,426.60051880000003,310.07821290000004,273.7427289,29.22,995.5899999999999,43.098,328.46314850000005,243.069918,0.044000000000000004,0.002,153.3,71.3,65.0
2017-09-21 11:36:00-07:00,299.3966368,277.1959594,424.3129488999999,426.64427009999997,307.1156224,273.2114626,29.290000000000003,995.53,43.21999999999999,328.4850242,243.01679129999997,0.044000000000000004,0.001,140.7,71.9,65.0
2017-09-21 11:37:00-07:00,299.98415480000006,277.7959778,424.3848263,426.5223914,302.384228,274.29899589999997,29.300000000000004,995.53,43.114,328.49752459999996,242.9949156,0.043,0.001,149.0,72.6,63.0
2017-09-21 11:38:00-07:00,299.57476740000004,277.8616045,424.4723289,426.40363790000004,303.43425990000003,273.9677358,29.300000000000004,995.4699999999999,43.163000000000004,328.51002500000004,242.9605395,0.043,0.001,148.9,71.8,64.0
2017-09-21 11:39:00-07:00,300.2091617,277.4053406,424.7254618,426.344261,312.9908019,275.05214390000003,29.300000000000004,995.5599999999998,43.11900000000001,328.4912744,243.02616659999998,0.043,0.001,145.4,71.5,65.0
2017-09-21 11:40:00-07:00,300.53104659999997,278.11473739999997,424.71921139999995,426.5255166,307.86252010000004,273.87085790000003,29.310000000000002,995.4799999999999,43.3,328.5068999,243.007416,0.042,0.001,141.8,71.7,65.0
2017-09-21 11:41:00-07:00,300.121659,277.0272043,426.0661274,426.6317698,309.5469465,272.9458295,29.4,995.4399999999999,43.297000000000004,328.5381509,243.0199164,0.042,0.001,145.6,71.5,65.0
2017-09-21 11:42:00-07:00,300.22791240000004,278.0084842,424.49420440000006,426.26613349999997,312.0376477,274.98339169999997,29.4,995.4399999999999,43.303999999999995,328.53502579999997,243.02616659999998,0.042,0.001,160.7,71.6,66.0
2017-09-21 11:43:00-07:00,300.56542249999995,278.1209876,425.9348733,426.4005126,302.1748466,273.0052065,29.4,995.4699999999999,43.318,328.5162752,243.03241680000002,0.040999999999999995,0.002,145.0,73.0,64.0
2017-09-21 11:44:00-07:00,300.25916320000005,278.4147466,425.4129827,426.3098849,302.0748435,275.4990328,29.4,995.49,43.28,328.51940030000003,243.0417921,0.040999999999999995,0.002,140.2,72.4,65.0
2017-09-21 11:45:00-07:00,300.6185491,277.6990998,425.22235169999993,425.9629993,299.9654043,274.51462730000003,29.4,995.5,43.251999999999995,328.5068999,243.00429089999997,0.040999999999999995,0.002,140.0,71.6,66.0
2017-09-21 11:46:00-07:00,299.92165289999997,277.5709706,424.9317179000001,426.0161258,300.1404098,274.6552568,29.4,995.43,43.17,328.48814930000003,243.03241680000002,0.039,0.002,139.1,70.9,68.0
2017-09-21 11:47:00-07:00,300.4654194,278.5053742,425.2192266,426.0442519,306.1218421,274.6458816,29.4,995.4199999999998,43.339,328.4912744,242.9949156,0.04,0.002,156.1,70.3,69.0
2017-09-21 11:48:00-07:00,300.2466628,277.905356,425.39423189999997,425.91299779999997,300.94980920000006,273.2614643,29.4,995.4599999999998,43.388,328.47877400000004,243.00429090000003,0.039,0.002,149.3,70.1,70.0
2017-09-21 11:49:00-07:00,301.4967011,278.5209999,424.8067142,425.9473738,305.80620740000006,273.3739677,29.4,995.47,43.489000000000004,328.49127440000007,243.01679129999997,0.038,0.002,208.0,69.8,71.0
2017-09-21 11:50:00-07:00,301.84983669999997,279.08976720000004,425.1285987,426.3973876,315.7471359,273.83648200000005,29.4,995.4699999999999,43.681000000000004,328.510025,243.00429090000003,0.037000000000000005,0.002,146.0,70.2,71.0
2017-09-21 11:51:00-07:00,301.9123386,278.6960052,425.02547080000005,426.33176059999994,326.8130986,273.0364573,29.4,995.49,43.757999999999996,328.51002500000004,243.0199164,0.036000000000000004,0.002,162.1,70.0,70.0
2017-09-21 11:52:00-07:00,301.6748314,278.39287079999997,424.9754692,426.1411297000001,322.0348278,272.8395763,29.4,995.4900000000001,43.748000000000005,328.5287756,243.0011658,0.034,0.001,123.4,69.8,71.0
2017-09-21 11:53:00-07:00,301.17794119999996,278.5272499,425.4004823,426.0348766000001,311.54388250000005,273.8521072,29.4,995.47,43.646,328.5162752,242.9792901,0.033,0.001,140.3,69.5,71.0
2017-09-21 11:54:00-07:00,301.2716941,278.2147406,424.73483689999995,425.8067445,306.68435930000004,273.9146092,29.4,995.4799999999999,43.621,328.5162752,243.03241680000002,0.034,0.002,125.5,70.0,71.0
2017-09-21 11:55:00-07:00,301.337321,278.25849170000004,425.30672940000005,425.86299629999996,306.246846,272.6833215,29.4,995.5200000000001,43.737,328.48814930000003,242.9949156,0.033,0.002,134.3,70.4,71.0
2017-09-21 11:56:00-07:00,301.5373271,278.18348960000003,425.3754814,426.02237619999994,304.8405531,274.0427381,29.4,995.49,43.842,328.4818991000001,243.007416,0.032,0.003,120.0,70.8,69.0
2017-09-21 11:57:00-07:00,302.3217262,280.18355049999997,424.4567033,425.5629871,307.8843958,273.8864832,29.4,995.4699999999999,43.69,328.4756489,243.05429250000003,0.031,0.004,143.8,70.9,69.0
2017-09-21 11:58:00-07:00,300.83730589999993,277.6647236,425.131724,425.95674919999993,307.2281259,274.3271217,29.4,995.46,43.543,328.47252380000003,243.04491720000001,0.031,0.002,154.8,70.6,69.0
2017-09-21 11:59:00-07:00,301.30919520000003,279.1710196,425.29110390000005,425.6661153000001,311.77513980000003,272.7270730000001,29.4,995.49,43.648,328.44127280000004,243.00741599999998,0.034,0.002,156.7,70.5,68.0
2017-09-21 12:00:00-07:00,301.1029389,277.3272134,424.85671560000003,425.83487030000003,307.6750144,270.9363933,29.4,995.49,43.824,328.45377319999994,243.0480423,0.034,0.002,100.1,70.0,69.0
2017-09-21 12:01:00-07:00,301.57795330000005,279.2835232,426.27238380000006,425.88487189999995,304.8718039,272.9489548,29.4,995.4799999999999,43.915,328.4475231,243.04491720000001,0.033,0.002,104.9,70.1,69.0
2017-09-21 12:02:00-07:00,301.85296179999995,279.4522782,425.84112060000007,425.8192449,324.6536575,274.12399059999996,29.4,995.43,44.111999999999995,328.4506481,243.0136662,0.033,0.003,161.3,70.3,69.0
2017-09-21 12:03:00-07:00,303.19987789999993,278.3678701,425.76924340000005,426.00987580000003,305.1061861,273.25521419999995,29.4,995.45,44.23,328.4256472999999,243.01991639999997,0.034,0.003,139.5,69.7,70.0
2017-09-21 12:04:00-07:00,302.6592364,279.614783,425.9442486,426.084878,301.8498367,272.26768400000003,29.4,995.46,44.394999999999996,328.42877269999997,243.01679129999997,0.034,0.003,139.5,69.5,71.0
2017-09-21 12:05:00-07:00,302.1529709,278.4491226,426.29113450000006,425.6942411,303.26550499999996,272.64894549999997,29.4,995.4399999999999,44.592,328.4225224,243.02304149999995,0.034,0.003,131.6,69.9,70.0
2017-09-21 12:06:00-07:00,302.26234930000004,278.8991363,427.0474072999999,426.0442519,300.9248083,272.3270607,29.4,995.49,44.742999999999995,328.38814679999996,243.03866699999998,0.034,0.002,145.3,70.2,70.0
2017-09-21 12:07:00-07:00,302.8654927,279.62728350000003,427.3661672,426.0348765,301.0154365,271.5489122,29.4,995.4699999999999,44.876000000000005,328.39439689999995,243.0292917,0.034,0.002,159.4,70.1,69.0
2017-09-21 12:08:00-07:00,302.0529681,278.51162460000006,425.70674149999996,425.81611979999997,300.7966795,270.758263,29.4,995.45,44.858000000000004,328.4318977,243.05429249999997,0.034,0.002,138.5,69.7,71.0
2017-09-21 12:09:00-07:00,302.81236620000004,279.1022675,426.18800630000004,425.7973693,301.6998323,271.07077259999994,29.4,995.3999999999999,44.99799999999999,328.42252249999996,242.9980407,0.033,0.002,143.5,69.7,71.0
2017-09-21 12:10:00-07:00,303.1061250000001,279.2116459,427.2786645,426.1473797999999,305.10306120000007,270.0707418,29.4,995.43,45.231,328.4412728,243.02616659999998,0.033,0.002,127.7,69.6,71.0
2017-09-21 12:11:00-07:00,303.04987339999997,277.54909520000007,426.85365149999996,425.9004975,303.0873746,269.5738517,29.4,995.4199999999998,45.44599999999999,328.4912744,243.0230415,0.033,0.002,129.0,69.5,72.0
2017-09-21 12:12:00-07:00,302.62173530000007,277.54597010000003,426.75677370000005,426.27863379999997,301.13419,267.7300454,29.4,995.2999999999998,45.50699999999999,328.55377639999995,243.0011658,0.033,0.003,134.9,69.3,73.0
2017-09-21 12:13:00-07:00,302.59985969999997,277.8147282,427.4411695,426.5161413999999,303.006122,268.64257319999996,29.47,995.3399999999999,45.516,328.6225286,243.0136662,0.034,0.003,140.3,69.7,73.0
2017-09-21 12:14:00-07:00,302.39672840000003,276.824073,427.03178210000004,426.6192695,304.2061588,267.95192719999994,29.5,995.3699999999999,45.452999999999996,328.6725302,242.9949156,0.033,0.003,136.4,70.3,71.0
2017-09-21 12:15:00-07:00,301.9560898000001,277.45534230000004,426.5348916,426.35051119999997,307.3968811,269.0113345,29.5,995.3499999999998,45.245000000000005,328.7162816,242.96991479999997,0.033,0.002,160.2,70.7,71.0
2017-09-21 12:16:00-07:00,302.284225,276.6803187,426.3442611999999,426.43176370000003,306.42185140000004,269.14258850000004,29.55,995.2699999999999,45.19499999999999,328.7569079,242.99179049999998,0.033,0.002,136.1,70.6,70.0
2017-09-21 12:17:00-07:00,301.6717063,276.51468850000003,426.39738780000005,426.6786462000001,305.1530627,267.98630330000003,29.6,995.2400000000001,45.293,328.8162848,242.99179049999998,0.033,0.002,145.7,70.0,71.0
2017-09-21 12:18:00-07:00,301.7717093,276.38030949999995,426.5817683,426.6973967,307.2593767,268.6581988,29.629999999999995,995.2899999999997,44.99499999999999,328.8819119,242.99491559999996,0.033,0.002,139.3,69.6,71.0
2017-09-21 12:19:00-07:00,302.19047200000006,275.9302956,426.6067689,426.83490090000004,307.725016,270.37700129999996,29.699999999999996,995.2299999999999,45.082,328.94753899999995,242.9980407,0.034,0.002,135.2,69.2,72.0
2017-09-21 12:20:00-07:00,301.54357739999995,275.4115298,426.72552289999993,426.7723991,305.73120499999993,268.4644429,29.699999999999996,995.1899999999999,45.09400000000001,328.9912903,243.01679130000002,0.034,0.002,123.8,69.0,72.0
2017-09-21 12:21:00-07:00,301.8810876,275.03651829999995,425.75049290000004,426.8692771,309.9782097,269.8957365,29.78000000000001,995.1800000000001,45.120000000000005,329.03816649999993,243.0292917,0.034,0.002,118.0,69.0,72.0
